             num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
20,-0.951738523,-0.927397826,-0.891277436,-0.843840138,-0.785693072,-0.71757943,-0.640368294,-0.555042788,-0.462686689,-0.364469702,-0.261631621,-0.15546558,-0.047300664,0.061515899,0.16963669,0.275731947,0.378507052,0.476719423,0.569194555,0.654840993,0.732664044,0.801778017,0.861416843,0.91094293,0.94985414,0.977788797,0.994528687,1,0.994272242,0.977555139,0.950193602,0.912660842,0.865549762,0.809562758,0.745500111,0.674247143,0.596760346,0.514052701,0.427178415,0.3372173,0.24525905,0.152387629,0.059666017,-0.031878463,-0.121268029,-0.207587337,-0.289995202,-0.367734989,-0.440143529,-0.50665845,-0.566823833,-0.620294121,-0.666836263,-0.706330071,-0.738766826,-0.764246161,-0.782971323,-0.79524289,-0.801451078,-0.80206678,-0.797631501,-0.788746361,-0.776060367,-0.760258146,-0.74204735,-0.722145944,-0.701269586,-0.6801193,-0.659369649,-0.639657594,-0.621572206,-0.605645404,-0.592343847,-0.582062112,-0.575117243,-0.571744758,-0.572096152,-0.576237927,-0.58415214,-0.595738453,-0.610817613,-0.629136307,-0.650373276,-0.674146578,-0.700021855,-0.727521459,-0.756134253,-0.785325929,-0.814549638,-0.843256751,-0.870907557,-0.89698171,-0.920988236,-0.942474928,-0.961036959,-0.976324572,-0.988049695,-0.995991387,-1
21,-0.604929293,-0.600002281,-0.592688745,-0.58308013,-0.57129681,-0.557486784,-0.541824063,-0.524506781,-0.505755034,-0.485808484,-0.464923735,-0.443371534,-0.421433799,-0.399400523,-0.377566578,-0.356228459,-0.335680988,-0.316214036,-0.298109266,-0.281636958,-0.267052932,-0.254595613,-0.244483249,-0.236911338,-0.232050263,-0.230043179,-0.23100416,-0.235016638,-0.242132137,-0.252369323,-0.265713377,-0.2821157,-0.301493948,-0.323732406,-0.348682682,-0.376164736,-0.405968211,-0.437854078,-0.471556553,-0.506785286,-0.543227803,-0.580552162,-0.618409807,-0.656438602,-0.694266001,-0.731512334,-0.767794174,-0.80272776,-0.835932438,-0.867034096,-0.895668551,-0.921484871,-0.944148593,-0.963344813,-0.978781115,-0.990190324,-0.997333048,-1,-0.99801406,-0.991232089,-0.979546447,-0.962886236,-0.941218228,-0.914547497,-0.882917725,-0.846411207,-0.805148536,-0.759287974,-0.709024532,-0.65458874,-0.596245143,-0.534290519,-0.469051846,-0.400884023,-0.330167377,-0.257304963,-0.182719692,-0.106851297,-0.030153172,0.0469109,0.123870098,0.200249972,0.275575876,0.349376417,0.421186867,0.490552539,0.557032083,0.620200687,0.679653162,0.735006875,0.785904524,0.832016727,0.873044405,0.908720951,0.938814155,0.963127886,0.981503512,0.993821042,1
22,0.98729233,0.962044082,0.924587069,0.875413123,0.815167128,0.744637891,0.664746987,0.576535749,0.481150582,0.379826833,0.273871449,0.164644673,0.053541064,-0.058029901,-0.168663341,-0.276978323,-0.381636769,-0.481361648,-0.574954174,-0.66130978,-0.739432638,-0.808448502,-0.867615716,-0.916334225,-0.954152467,-0.980772062,-0.996050243,-1,-0.992787968,-0.974730088,-0.946285131,-0.908046204,-0.860730369,-0.805166548,-0.742281923,-0.673087024,-0.598659769,-0.520128676,-0.438655535,-0.355417791,-0.271590915,-0.188331025,-0.106758029,-0.027939537,0.047124225,0.117514261,0.182405232,0.241076263,0.292920002,0.337449792,0.374304872,0.403253545,0.424194286,0.437154794,0.442289015,0.439872231,0.430294277,0.414051045,0.391734409,0.364020758,0.331658327,0.295453551,0.256256663,0.214946777,0.172416714,0.129557797,0.087244881,0.046321855,0.007587846,-0.028215666,-0.060416591,-0.088422683,-0.111730518,-0.129932871,-0.142724386,-0.149905451,-0.151384242,-0.1471769,-0.137405868,-0.122296418,-0.102171452,-0.077444659,-0.048612177,-0.016242891,0.019032454,0.056533122,0.095541055,0.135314096,0.175099556,0.214147884,0.251726211,0.287131531,0.319703302,0.348835247,0.37398616,0.394689531,0.41056183,0.421309301,0.426733173
23,-0.986849228,-0.96073776,-0.922042901,-0.87132353,-0.809311726,-0.736901808,-0.655136945,-0.565193551,-0.468363697,-0.366035805,-0.259673935,-0.150795954,-0.040950941,0.068303838,0.175426033,0.278911046,0.377314247,0.469272235,0.553522834,0.628923507,0.694467926,0.749300445,0.792728263,0.824231098,0.843468229,0.850282814,0.844703423,0.826942767,0.79739366,0.756622279,0.705358838,0.644485825,0.575023997,0.498116339,0.415010271,0.327038348,0.235597778,0.142129073,0.048094152,-0.045045745,-0.135852011,-0.222930147,-0.30495043,-0.380667466,-0.448938324,-0.508738986,-0.559178863,-0.599513169,-0.629152966,-0.647672739,-0.654815408,-0.650494696,-0.634794853,-0.607967737,-0.570427326,-0.522741757,-0.465623039,-0.399914608,-0.326576935,-0.246671431,-0.161342911,-0.071800899,0.020699914,0.114879757,0.209454071,0.303153696,0.394744633,0.483047053,0.566953271,0.645444397,0.717605403,0.782638378,0.839873765,0.88877942,0.928967345,0.960198015,0.982382237,0.995580522,1,0.995988944,0.984028996,0.964725243,0.93879432,0.907050731,0.870391642,0.829780382,0.786228956,0.740779831,0.694487338,0.648398964,0.603536873,0.560879944,0.521346634,0.485778951,0.454927789,0.429439884,0.409846598,0.396554709,0.389839375
24,0.991283334,0.973981997,0.948357846,0.914798378,0.873810475,0.826012227,0.772122951,0.712951587,0.649383638,0.582366873,0.512896026,0.441996731,0.37070896,0.300070221,0.231098797,0.164777288,0.102036735,0.043741566,-0.009324379,-0.056470519,-0.0971107,-0.130772666,-0.157105692,-0.175886237,-0.187021532,-0.190551051,-0.186645809,-0.175605529,-0.157853693,-0.133930566,-0.104484299,-0.07026025,-0.032088687,0.009128925,0.052434838,0.096830904,0.141295166,0.184798894,0.226323799,0.264879136,0.299518434,0.329355574,0.353579958,0.371470517,0.382408341,0.385887712,0.381525357,0.369067779,0.348396525,0.319531314,0.282630945,0.237991992,0.186045268,0.127350122,0.062586645,-0.007454102,-0.081881685,-0.159719554,-0.239919748,-0.321378828,-0.402954786,-0.483484681,-0.561802713,-0.636758458,-0.707234982,-0.772166553,-0.830555655,-0.881489057,-0.924152665,-0.957844935,-0.981988611,-0.996140631,-1,-0.993413537,-0.976379375,-0.949048156,-0.911721905,-0.864850573,-0.809026316,-0.744975567,-0.673549037,-0.595709781,-0.5125195,-0.425123306,-0.334733152,-0.242610199,-0.150046374,-0.058345403,0.031196388,0.117309223,0.198768667,0.274413793,0.343164428,0.404037223,0.456160304,0.498786271,0.531303349,0.553244525,0.564294525
25,-0.308156389,-0.295630759,-0.277155768,-0.253101355,-0.223950533,-0.190290844,-0.152803933,-0.11225344,-0.0694714,-0.025343382,0.019207387,0.063236636,0.105796128,0.145950925,0.182796516,0.215475556,0.243193899,0.265235667,0.280977087,0.289898861,0.291596846,0.285790864,0.272331461,0.251204515,0.222533577,0.186579904,0.14374016,0.094541807,0.039636242,-0.020210223,-0.084127399,-0.151154133,-0.220252869,-0.290325661,-0.360231367,-0.428803772,-0.494870332,-0.557271262,-0.614878649,-0.666615281,-0.711472892,-0.748529518,-0.776965684,-0.796079145,-0.80529794,-0.804191525,-0.792479806,-0.770039895,-0.73691047,-0.693293651,-0.63955433,-0.576216956,-0.503959796,-0.423606743,-0.336116774,-0.242571215,-0.144158972,-0.042159969,0.062072996,0.167133678,0.271582834,0.373969354,0.472851793,0.566819937,0.6545161,0.73465581,0.806047576,0.867611405,0.918395811,0.957593018,0.984552129,0.998790054,1,0.9880574,0.963023165,0.9251442,0.874851162,0.812753476,0.739631685,0.656427209,0.564229689,0.464262069,0.357863646,0.246471324,0.131599356,0.01481786,-0.102269561,-0.218048774,-0.330918303,-0.439312398,-0.541723648,-0.636724794,-0.722989425,-0.799311237,-0.864621572,-0.918004974,-0.958712524,-0.986172757,-1
26,-0.259254376,-0.257056988,-0.253896588,-0.249932605,-0.245372032,-0.240464782,-0.235498032,-0.230789681,-0.226681031,-0.223528826,-0.221696802,-0.221546906,-0.223430343,-0.227678631,-0.234594824,-0.244445081,-0.257450743,-0.273781072,-0.293546814,-0.316794694,-0.343502997,-0.373578305,-0.406853495,-0.443087051,-0.481963736,-0.523096626,-0.566030523,-0.6102467,-0.655168925,-0.700170702,-0.744583615,-0.787706662,-0.828816452,-0.867178099,-0.902056651,-0.932728877,-0.958495226,-0.978691753,-0.99270184,-0.999967485,-1,-0.992389907,-0.976815872,-0.95305251,-0.920976915,-0.880573786,-0.831939041,-0.775281836,-0.710924918,-0.639303286,-0.560961144,-0.476547162,-0.386808085,-0.292580756,-0.194782662,-0.094401098,0.007518899,0.109887677,0.211585002,0.311474771,0.408420228,0.50129944,0.589020825,0.670538498,0.744867209,0.811096643,0.86840488,0.916070797,0.953485214,0.98016063,0.995739365,1,0.992861977,0.974388303,0.944786272,0.904406205,0.853738181,0.793406811,0.724164095,0.646880461,0.5625341,0.472198722,0.377029915,0.278250276,0.177133526,0.074987825,-0.026861482,-0.12708945,-0.224389196,-0.317489395,-0.405171369,-0.486285506,-0.559766806,-0.624649303,-0.680079178,-0.725326369,-0.759794509,-0.783029053,-0.794723483
27,0.341213245,0.324500904,0.299793625,0.267518445,0.228234124,0.182622249,0.131476383,0.075689421,0.016239357,-0.045826321,-0.109407356,-0.173368322,-0.2365568,-0.297821863,-0.35603258,-0.410096237,-0.458976006,-0.501707776,-0.537415878,-0.565327475,-0.584785375,-0.59525907,-0.596353835,-0.587817738,-0.569546451,-0.541585788,-0.504131925,-0.457529307,-0.402266262,-0.338968395,-0.268389865,-0.191402675,-0.10898414,-0.022202736,0.06779747,0.159813548,0.252601346,0.344893774,0.43541944,0.522921351,0.606175408,0.684008385,0.755315147,0.819074812,0.874365635,0.920378377,0.95642796,0.981963226,0.996574667,1,0.992127513,0.972997138,0.942799239,0.901871137,0.850691447,0.789872301,0.72014961,0.642371494,0.557485097,0.466521971,0.370582283,0.270818075,0.168415866,0.064578842,-0.039491062,-0.142610925,-0.243634158,-0.341467121,-0.43508477,-0.523545102,-0.606002175,-0.681717499,-0.750069637,-0.810561869,-0.862827808,-0.906634888,-0.941885689,-0.968617077,-0.986997196,-0.99732037,-1,-0.995559596,-0.984622081,-0.967897569,-0.946169804,-0.920281499,-0.891118818,-0.859595255,-0.826635176,-0.793157297,-0.760058379,-0.728197383,-0.698380376,-0.67134641,-0.647754621,-0.628172746,-0.613067259,-0.602795276,-0.597598365
28,-0.905251847,-0.909705483,-0.916162708,-0.924360444,-0.933955825,-0.944532802,-0.955610185,-0.966650984,-0.97707289,-0.986259725,-0.993573644,-0.998367912,-1,-0.9978448,-0.991307721,-0.979837434,-0.962938045,-0.940180489,-0.911212921,-0.875769944,-0.833680478,-0.784874141,-0.729386006,-0.667359644,-0.599048374,-0.524814692,-0.445127846,-0.360559601,-0.271778219,-0.179540752,-0.084683735,0.011887572,0.109211245,0.206281877,0.302064681,0.395510301,0.485570095,0.571211665,0.651434375,0.725284624,0.791870627,0.850376459,0.900075149,0.940340594,0.970658111,0.990633429,1,0.998624458,0.986510166,0.963798749,0.930769589,0.887837272,0.835546999,0.774568026,0.70568522,0.62978883,0.547862639,0.460970646,0.370242482,0.27685777,0.182029661,0.086987786,-0.007039119,-0.098840649,-0.187241972,-0.27112062,-0.349422554,-0.421177282,-0.485511786,-0.541663039,-0.588988935,-0.626977445,-0.655253865,-0.673586046,-0.681887502,-0.680218373,-0.668784195,-0.647932511,-0.61814736,-0.580041727,-0.534348061,-0.481907003,-0.423654495,-0.360607456,-0.293848244,-0.224508135,-0.15375007,-0.082750932,-0.012683612,0.055300854,0.120090811,0.180630913,0.235938186,0.285116994,0.327372667,0.362023602,0.388511635,0.406410532,0.415432486
29,0.997717288,0.993133709,0.986213524,0.976904543,0.965139795,0.950839705,0.933914738,0.914268459,0.891800945,0.86641249,0.838007528,0.806498695,0.771810955,0.7338857,0.692684749,0.64819416,0.600427767,0.549430386,0.495280594,0.438093033,0.378020174,0.315253494,0.250024022,0.182602237,0.113297273,0.042455459,-0.029541836,-0.102281012,-0.175319691,-0.248190766,-0.320406997,-0.39146611,-0.460856304,-0.528062118,-0.592570555,-0.653877386,-0.711493533,-0.764951441,-0.813811341,-0.857667296,-0.896152954,-0.928946896,-0.955777509,-0.976427284,-0.990736478,-0.998606079,-1,-0.994946473,-0.983538611,-0.965934101,-0.942354045,-0.91308093,-0.878455757,-0.838874365,-0.794782979,-0.746673049,-0.69507544,-0.640554056,-0.583698977,-0.525119203,-0.465435112,-0.405270735,-0.345245946,-0.285968697,-0.228027393,-0.171983521,-0.118364648,-0.067657871,-0.020303839,0.023308593,0.062846971,0.098039069,0.128675855,0.154613572,0.175774885,0.192149094,0.203791388,0.210821175,0.213419483,0.2118255,0.206332279,0.197281678,0.185058624,0.170084756,0.152811576,0.13371317,0.113278649,0.092004386,0.070386184,0.048911487,0.028051746,0.008255064,-0.01006079,-0.026514869,-0.040768964,-0.052532841,-0.06156874,-0.067695046,-0.070789102
30,-0.991120891,-0.973448749,-0.947154731,-0.912493079,-0.869798176,-0.819480672,-0.762022742,-0.697972528,-0.627937852,-0.552579271,-0.472602563,-0.388750749,-0.301795754,-0.212529803,-0.121756676,-0.030282919,0.06109086,0.151578523,0.240416639,0.326872335,0.410250664,0.489901401,0.565225187,0.635678969,0.700780643,0.760112895,0.813326167,0.860140752,0.90034799,0.933810571,0.960461967,0.980305001,0.993409605,0.999909806,1,0.993930575,0.982002968,0.964564218,0.94200112,0.914734056,0.883210601,0.847898996,0.809281583,0.767848295,0.724090282,0.678493775,0.631534246,0.583670959,0.535341963,0.486959592,0.438906522,0.391532419,0.345151214,0.300039018,0.256432692,0.214529072,0.174484829,0.136416951,0.100403815,0.066486815,0.034672489,0.004935104,-0.022780368,-0.048554936,-0.072492025,-0.094713701,-0.115356783,-0.1345689,-0.152504561,-0.169321316,-0.185176061,-0.200221551,-0.214603184,-0.228456089,-0.241902576,-0.255049965,-0.267988842,-0.280791744,-0.293512284,-0.306184731,-0.318824023,-0.331426211,-0.343969302,-0.356414479,-0.368707662,-0.380781363,-0.392556794,-0.403946177,-0.414855204,-0.425185588,-0.43483765,-0.443712893,-0.451716492,-0.458759671,-0.464761887,-0.469652812,-0.473374033,-0.475880466,-0.477141443
31,0.742406841,0.725013126,0.699203932,0.665312106,0.623773505,0.575120361,0.519973177,0.459031295,0.393062284,0.322890305,0.249383651,0.173441654,0.095981161,0.017922805,-0.059822731,-0.136368215,-0.210862942,-0.282505167,-0.350553697,-0.41433847,-0.473269943,-0.526847154,-0.574664316,-0.616415861,-0.651899842,-0.681019639,-0.703783965,-0.720305155,-0.73079577,-0.735563594,-0.735005083,-0.729597384,-0.719889069,-0.706489708,-0.690058477,-0.671291977,-0.650911465,-0.629649702,-0.608237641,-0.587391166,-0.567798107,-0.550105738,-0.534908958,-0.522739375,-0.514055442,-0.509233828,-0.508562171,-0.512233325,-0.520341202,-0.532878291,-0.549734894,-0.570700095,-0.595464464,-0.623624448,-0.654688394,-0.688084108,-0.723167839,-0.759234549,-0.795529307,-0.831259634,-0.865608596,-0.897748455,-0.926854645,-0.952119855,-0.97276801,-0.988067894,-0.997346235,-1,-0.995507733,-0.983439732,-0.963466897,-0.935368109,-0.899036004,-0.854481051,-0.801833845,-0.741345582,-0.673386685,-0.598443593,-0.517113751,-0.430098871,-0.338196546,-0.242290345,-0.143338523,-0.042361517,0.059571587,0.161357432,0.261873381,0.359992903,0.454601137,0.544610382,0.62897529,0.706707534,0.776889728,0.838688387,0.891365734,0.934290175,0.966945282,0.988937147,1
32,0.987329942,0.962183884,0.924946936,0.876189308,0.816657486,0.747262689,0.669066776,0.583265828,0.491171657,0.394191528,0.29380642,0.19154814,0.088975674,-0.01234888,-0.110884415,-0.205134576,-0.293670827,-0.375154442,-0.44835711,-0.512179802,-0.565669643,-0.608034507,-0.638655108,-0.657094429,-0.663104312,-0.656629133,-0.637806499,-0.606964963,-0.564618795,-0.51145989,-0.448346954,-0.376292126,-0.296445258,-0.21007609,-0.118554618,-0.023329936,0.074092088,0.172171974,0.269360261,0.364121241,0.454956417,0.540427342,0.619177467,0.689952662,0.751620107,0.803185251,0.843806577,0.872807968,0.889688457,0.894129251,0.885997897,0.865349548,0.832425322,0.787647769,0.731613552,0.665083439,0.588969793,0.504321749,0.412308326,0.314199743,0.211347244,0.105161741,-0.002908367,-0.111399855,-0.218857464,-0.32385644,-0.425024488,-0.521062779,-0.610765689,-0.693038963,-0.76691601,-0.831572092,-0.88633617,-0.930700249,-0.964326058,-0.987048987,-0.998879209,-1,-0.990763268,-0.971682395,-0.943422494,-0.906788266,-0.862709642,-0.812225455,-0.756465416,-0.696630674,-0.633973297,-0.569774993,-0.505325422,-0.441900457,-0.380740736,-0.323030862,-0.269879584,-0.222301274,-0.181199015,-0.14734955,-0.121390362,-0.103809068,-0.094935319
33,-0.885584796,-0.862705629,-0.828740027,-0.784106669,-0.729355367,-0.66515999,-0.592309805,-0.511699348,-0.42431697,-0.331232202,-0.233582123,-0.132556908,-0.029384755,0.074683609,0.178390635,0.280487661,0.379750412,0.474994092,0.56508787,0.648968562,0.725653343,0.794251331,0.853973878,0.904143472,0.944201114,0.973712109,0.992370199,1,0.996557737,0.982130275,0.956932489,0.921303025,0.875698532,0.820686454,0.756936513,0.685211005,0.606354062,0.52128004,0.430961207,0.336414894,0.23869032,0.138855247,0.037982664,-0.062862321,-0.162635207,-0.260324282,-0.354962096,-0.445636096,-0.531498285,-0.611773792,-0.685768272,-0.75287405,-0.812574962,-0.864449849,-0.908174707,-0.943523475,-0.970367518,-0.988673819,-0.998501965,-1,-0.993399239,-0.979008149,-0.957205428,-0.928432396,-0.893184846,-0.852004494,-0.805470164,-0.75418886,-0.698786868,-0.639901012,-0.578170208,-0.514227435,-0.448692225,-0.382163785,-0.315214824,-0.248386164,-0.182182189,-0.117067173,-0.0534625,0.008255202,0.067755035,0.124751935,0.179005948,0.230320728,0.278541332,0.323551391,0.365269736,0.40364659,0.438659419,0.470308552,0.498612681,0.523604349,0.545325528,0.563823399,0.579146421,0.59134079,0.600447351,0.606499048,0.609518959
34,0.84480875,0.82723816,0.801259359,0.767317869,0.725996211,0.678004283,0.624167617,0.565413722,0.502756725,0.437280546,0.370120907,0.302446432,0.235439174,0.170274861,0.108103195,0.050028516,-0.002908846,-0.049750245,-0.089635108,-0.121815788,-0.145670633,-0.160715049,-0.166610383,-0.163170467,-0.150365724,-0.128324745,-0.097333319,-0.057830918,-0.010404687,0.044218981,0.105185139,0.171523109,0.242161216,0.315943218,0.391646172,0.467999444,0.543704592,0.617455779,0.687960415,0.753959688,0.814248669,0.867695668,0.913260518,0.950011527,0.977140789,0.993977637,1,0.994843491,0.978308072,0.950362175,0.911144231,0.86096154,0.800286527,0.729750409,0.650134383,0.562358448,0.467468052,0.366618741,0.261059073,0.152112028,0.041155231,-0.070399734,-0.181128572,-0.289615786,-0.394476085,-0.494375383,-0.588051038,-0.674331037,-0.752151813,-0.820574414,-0.878798787,-0.926175925,-0.96221772,-0.986604326,-0.999188956,-1,-0.989240453,-0.967284644,-0.934672323,-0.892100191,-0.840411004,-0.780580416,-0.71370177,-0.640969061,-0.563658343,-0.483107866,-0.40069725,-0.317826016,-0.235891813,-0.156268671,-0.080285631,-0.009206064,0.055791978,0.11363409,0.163366226,0.204169541,0.235373128,0.256464456,0.267097345
35,0.999145183,0.997400852,0.994698384,0.990936752,0.985984781,0.979684088,0.971852663,0.962289019,0.950776851,0.9370901,0.920998357,0.902272488,0.880690393,0.856042789,0.828138913,0.796812045,0.761924733,0.723373645,0.681093937,0.635063059,0.585303924,0.531887366,0.474933846,0.414614343,0.351150426,0.284813465,0.215922991,0.144844228,0.071984794,-0.002209359,-0.077258736,-0.152655736,-0.227870681,-0.302358334,-0.37556481,-0.44693479,-0.515918915,-0.581981255,-0.644606738,-0.703308416,-0.757634459,-0.807174764,-0.851567075,-0.89050251,-0.923730402,-0.951062374,-0.972375589,-0.98761509,-0.996795207,-1,-0.9973827,-0.989164177,-0.975630418,-0.957129074,-0.934065097,-0.906895527,-0.876123518,-0.842291667,-0.805974739,-0.767771918,-0.728298656,-0.688178277,-0.648033432,-0.608477544,-0.570106361,-0.533489758,-0.499163883,-0.467623799,-0.439316698,-0.414635817,-0.393915131,-0.377424915,-0.365368225,-0.357878382,-0.355017462,-0.356775852,-0.363072846,-0.373758302,-0.388615318,-0.407363896,-0.429665535,-0.455128696,-0.483315035,-0.513746338,-0.545912033,-0.579277176,-0.613290792,-0.647394431,-0.681030836,-0.713652565,-0.744730455,-0.773761789,-0.800278051,-0.823852148,-0.844104985,-0.8607113,-0.873404673,-0.881981615,-0.886304708
36,-0.995966668,-0.987952617,-0.976062195,-0.96044973,-0.941316946,-0.91890958,-0.893513261,-0.865448719,-0.835066404,-0.802740609,-0.76886319,-0.733836988,-0.698069068,-0.661963892,-0.625916524,-0.590306006,-0.555489,-0.521793807,-0.489514872,-0.458907863,-0.430185413,-0.403513596,-0.379009201,-0.356737859,-0.33671305,-0.318896013,-0.303196571,-0.289474861,-0.277543933,-0.267173198,-0.258092661,-0.249997873,-0.242555531,-0.235409626,-0.228188055,-0.220509569,-0.211990967,-0.2022544,-0.190934674,-0.177686421,-0.162191036,-0.144163233,-0.123357142,-0.099571812,-0.072656045,-0.042512458,-0.009100709,0.027560176,0.067390433,0.110249166,0.155934955,0.204187469,0.254690065,0.307073345,0.360919627,0.415768266,0.471121757,0.526452527,0.581210316,0.634830051,0.686740073,0.736370615,0.783162391,0.826575167,0.866096176,0.901248256,0.931597577,0.956760831,0.976411779,0.990287042,0.99819104,1,0.995664962,0.985213727,0.968751706,0.946461658,0.918602292,0.885505764,0.847574087,0.805274493,0.759133825,0.709732011,0.657694733,0.603685376,0.548396376,0.492540092,0.436839329,0.382017649,0.328789612,0.277851083,0.229869752,0.185475999,0.145254245,0.109734906,0.079387074,0.054612035,0.03573771,0.023014107,0.016609853
37,0.998699886,0.99610934,0.992247475,0.987142335,0.980830158,0.973354426,0.964764703,0.955115308,0.94446384,0.932869585,0.920391853,0.907088262,0.893013035,0.87821532,0.862737595,0.846614189,0.829869949,0.812519101,0.794564327,0.775996093,0.756792243,0.736917892,0.716325614,0.694955954,0.672738251,0.649591775,0.625427168,0.600148174,0.573653637,0.545839742,0.516602456,0.485840154,0.453456364,0.419362607,0.383481268,0.345748461,0.306116824,0.264558208,0.221066192,0.175658382,0.128378445,0.079297832,0.028517146,-0.02383288,-0.077590827,-0.132564489,-0.188531233,-0.245238849,-0.302406885,-0.35972847,-0.416872616,-0.47348698,-0.529201064,-0.583629818,-0.636377611,-0.687042525,-0.735220916,-0.78051219,-0.822523733,-0.860875921,-0.895207164,-0.925178884,-0.950480386,-0.970833525,-0.985997128,-0.995771076,-1,-0.998576527,-0.99144402,-0.978598763,-0.960091553,-0.936028659,-0.906572131,-0.871939428,-0.832402368,-0.788285401,-0.739963199,-0.687857606,-0.632433956,-0.574196805,-0.51368512,-0.451466984,-0.388133869,-0.324294543,-0.260568698,-0.197580357,-0.135951151,-0.07629355,-0.019204121,0.034743079,0.085002929,0.131065363,0.172461143,0.208767188,0.239611399,0.26467692,0.283705772,0.296501823,0.302933046
38,-0.019143516,-0.03442974,-0.057069249,-0.086718854,-0.122928568,-0.165147975,-0.212734019,-0.264960096,-0.32102632,-0.380070811,-0.441181848,-0.503410699,-0.565784966,-0.627322223,-0.687043778,-0.743988345,-0.797225443,-0.84586832,-0.889086226,-0.926115864,-0.956271855,-0.978956069,-0.993665705,-1,-0.997665483,-0.986479711,-0.966373428,-0.937391156,-0.899690178,-0.853537977,-0.79930816,-0.737474933,-0.668606235,-0.593355617,-0.512453019,-0.426694564,-0.336931541,-0.244058728,-0.149002251,-0.052707132,0.043875269,0.139799747,0.234139496,0.325997939,0.414519957,0.498902389,0.578403636,0.652352261,0.720154453,0.781300282,0.835368661,0.882030965,0.921053269,0.952297206,0.975719442,0.991369816,0.999388176,1,0.993510883,0.98029999,0.960812611,0.935551923,0.905070131,0.869959119,0.830840764,0.788357088,0.743160391,0.695903528,0.647230476,0.597767346,0.548113962,0.498836142,0.450458775,0.403459818,0.358265252,0.315245099,0.27471051,0.236911966,0.2020386,0.170218606,0.141520724,0.115956739,0.093484932,0.074014396,0.057410125,0.043498761,0.032074889,0.022907747,0.015748213,0.010335946,0.006406529,0.003698486,0.001960034,0.000955452,0.000470931,0.000319817,0.000347128,0.000433279,0.000496932
39,0.99039441,0.971321057,0.943053466,0.905996651,0.860680863,0.807753429,0.747968773,0.682176807,0.611309843,0.536368262,0.458405134,0.378510048,0.297792403,0.217364405,0.138324059,0.061738398,-0.011372776,-0.080052385,-0.143420574,-0.200687978,-0.251167557,-0.294284815,-0.329586246,-0.356745874,-0.375569796,-0.385998644,-0.388107949,-0.382106389,-0.368331956,-0.347246113,-0.319426019,-0.285554964,-0.246411155,-0.202855034,-0.15581533,-0.106274073,-0.05525079,-0.00378615,0.047074696,0.096298807,0.142881924,0.185864457,0.224346733,0.25750327,0.284595861,0.304985243,0.318141185,0.323650841,0.321225217,0.310703681,0.29205642,0.265384832,0.230919826,0.189018082,0.140156315,0.084923643,0.024012186,-0.041793963,-0.111631207,-0.18457017,-0.259630441,-0.33579612,-0.412031907,-0.487299482,-0.560573921,-0.630859882,-0.697207302,-0.758726368,-0.814601512,-0.864104221,-0.90660445,-0.94158046,-0.968626936,-0.987461241,-0.997927724,-1,-0.993781184,-0.97950206,-0.957517229,-0.928299287,-0.892431138,-0.850596553,-0.803569138,-0.752199879,-0.697403462,-0.640143593,-0.581417547,-0.522240192,-0.46362774,-0.406581488,-0.35207181,-0.301022641,-0.254296715,-0.212681783,-0.176878031,-0.1474869,-0.125001487,-0.109798666,-0.102133083
40,-0.566356899,-0.557543511,-0.544413517,-0.527074416,-0.505668532,-0.480372139,-0.451394391,-0.418976013,-0.3833878,-0.34492889,-0.303924834,-0.260725461,-0.21570254,-0.169247253,-0.121767476,-0.073684888,-0.025431913,0.022551489,0.069821171,0.115932258,0.160442716,0.202916985,0.24292968,0.2800693,0.313941949,0.344175013,0.370420781,0.392359961,0.409705065,0.422203628,0.429641218,0.431844217,0.428682316,0.420070711,0.405971954,0.386397437,0.361408472,0.331116946,0.295685538,0.255327459,0.21030572,0.16093191,0.107564481,0.050606538,-0.009496857,-0.072261852,-0.13716944,-0.20366952,-0.271185369,-0.339118491,-0.406853799,-0.47376508,-0.539220715,-0.602589581,-0.663247083,-0.720581268,-0.773998943,-0.822931744,-0.866842087,-0.905228935,-0.93763332,-0.96364355,-0.982900045,-0.995099739,-1,-0.997422001,-0.987253517,-0.969451088,-0.944041524,-0.911122728,-0.870863804,-0.823504444,-0.7693536,-0.708787416,-0.642246466,-0.57023229,-0.493303267,-0.412069865,-0.327189295,-0.239359639,-0.149313494,-0.057811196,0.034366296,0.126424798,0.217564501,0.306987683,0.393906466,0.477550526,0.557174677,0.632066248,0.701552167,0.765005685,0.821852652,0.871577293,0.913727406,0.947918929,0.973839829,0.991253267,1
